,Acceloremeter X,Acceloremeter Y,Acceloremeter Z,Datetime,Datetime_unix,Gyroscope X,Gyroscope Y,Gyroscope Z,Heading,Mag X,Mag Y,Mag Z,Pitch,Roll
43,-0.38539124,9.407822,1.5544891,2017-06-03 16:31:29.103000,1496518289103,0.014923096,-0.023788452,-0.008682251,-67.6354891611,-13.015747,15.753555,-6.1029434,17.8335327292,78.8757170235
44,-0.21591187,9.4687805,1.5573883,2017-06-03 16:31:29.154000,1496518289154,-0.0053253174,0.0028533936,0.006225586,-68.9548987088,-12.930679,15.928268,-6.4496994,17.4307592816,78.8214852586
45,-0.30548096,9.404541,1.5320435,2017-06-03 16:31:29.206000,1496518289206,-0.003189087,0.0049743652,0.003036499,-70.5449899651,-12.930489,15.840721,-6.4495087,17.1023531711,78.7429716246
46,-0.31147766,9.4296875,1.4745789,2017-06-03 16:31:29.257000,1496518289257,-0.008514404,0.0049743652,-0.0033569336,-72.2516439105,-12.675667,15.666008,-6.1027527,16.7507962988,78.702596145
47,-0.27653503,9.372772,1.5128937,2017-06-03 16:31:29.323000,1496518289323,0.0063934326,0.028411865,-0.0022888184,-73.1026960047,-12.675858,15.666008,-6.016159,16.5651676606,78.6323940471
48,-0.27653503,9.372772,1.5128937,2017-06-03 16:31:29.374000,1496518289374,0.0063934326,0.028411865,-0.0022888184,-74.3623546209,-12.675858,15.666008,-6.016159,16.2971652848,78.5266008005
49,-0.27653503,9.372772,1.5128937,2017-06-03 16:31:29.425000,1496518289425,0.0063934326,0.028411865,-0.0022888184,-75.6615201133,-12.675858,15.666008,-6.016159,16.0294185864,78.4144543007
50,-0.27653503,9.372772,1.5128937,2017-06-03 16:31:29.477000,1496518289477,0.0063934326,0.028411865,-0.0022888184,-77.1616557776,-12.675858,15.666008,-6.016159,15.7271371838,78.2837888545
51,-0.27653503,9.372772,1.5128937,2017-06-03 16:31:29.530000,1496518289530,0.0063934326,0.028411865,-0.0022888184,-78.1786982871,-12.675858,15.666008,-6.016159,15.5261781704,78.1942563499
52,-0.32374573,9.462891,1.531601,2017-06-03 16:31:29.582000,1496518289582,-0.0021209717,-0.009933472,0.0041046143,-79.5533760435,-13.100624,15.666199,-5.8425903,15.3588728078,78.022098579
53,-0.3662262,9.40126,1.5128937,2017-06-03 16:31:29.634000,1496518289634,-0.008514404,-0.0024719238,-0.0012207031,-80.7214967084,-13.100815,15.753365,-5.8425903,15.2292041535,77.8967691404
54,-0.32418823,9.442856,1.5325012,2017-06-03 16:31:29.685000,1496518289685,-0.022369385,0.011367798,-0.005493164,-81.9744208062,-13.27095,15.666008,-6.362915,15.0439163821,77.7794491244
55,-0.37556458,9.420425,1.5287781,2017-06-03 16:31:29.737000,1496518289737,0.02130127,-0.009933472,0.006225586,-83.269161,-13.185883,15.404129,-6.4496994,14.8908195773,77.6693559028
56,-0.32418823,9.461548,1.531601,2017-06-03 16:31:29.788000,1496518289788,-0.020233154,-0.007797241,-0.0033569336,-84.6107341658,-13.100624,15.055084,-6.7100525,14.6711675561,77.5758314611
57,-0.28424072,9.347092,1.5043793,2017-06-03 16:31:29.840000,1496518289840,0.009597778,-0.015258789,-0.0033569336,-85.7680730219,-13.185692,15.229607,-6.189728,14.4587927035,77.4757273402
58,-0.44540405,9.4561615,1.5187378,2017-06-03 16:31:29.892000,1496518289892,0.0053253174,-0.007797241,0.012619019,-86.9938761599,-12.930679,15.404129,-5.842781,14.3332521461,77.3783106967
59,-0.3543396,9.453384,1.5234375,2017-06-03 16:31:29.943000,1496518289943,-0.0063934326,-0.03869629,-0.011886597,-88.0771087139,-12.760925,15.229607,-5.4958344,14.1400795874,77.2796801204
60,-0.28633118,9.412323,1.5511932,2017-06-03 16:31:29.995000,1496518289995,-0.008514404,-0.0067443848,-0.0065612793,-89.3489339085,-12.845802,14.880562,-6.016159,13.8640886904,77.1615081364
61,-0.16752625,9.451828,1.4847565,2017-06-03 16:31:30.047000,1496518290047,-0.017044067,0.008178711,0.00090026855,-90.4502376266,-13.015747,14.706039,-6.189537,13.5555155476,77.1182008092
62,-0.29051208,9.377609,1.5511932,2017-06-03 16:31:30.099000,1496518290099,0.007461548,0.016693115,0.006225586,-91.6932586227,-13.100624,14.967728,-6.016159,13.3214556162,76.992554549
63,-0.387146,9.442856,1.5028076,2017-06-03 16:31:30.150000,1496518290150,0.010650635,0.003921509,0.007293701,-92.7708112397,-13.185692,15.404129,-5.9293747,13.1671884544,76.9431245748
64,-0.34854126,9.476395,1.4003448,2017-06-03 16:31:30.202000,1496518290202,-0.012786865,-0.003540039,-0.00016784668,-93.8390019071,-13.270569,15.666008,-5.842781,12.964246856,76.9844696037
65,-0.24801636,9.4049835,1.5320435,2017-06-03 16:31:30.254000,1496518290254,-0.017044067,0.0071105957,-0.00016784668,-94.9078625161,-13.185692,15.840721,-5.9293747,12.6531037173,76.9169788629
66,-0.2926178,9.458862,1.5223236,2017-06-03 16:31:30.305000,1496518290305,-0.019165039,0.008178711,0.0051574707,-95.9828180017,-13.27076,15.84053,-6.016159,12.3924344076,76.8688357764
67,-0.2676239,9.385391,1.4942017,2017-06-03 16:31:30.361000,1496518290361,-0.019165039,0.02947998,0.0041046143,-97.0259851112,-13.355827,16.1026,-5.9293747,12.1183059603,76.8380172321
68,-0.34603882,9.3684845,1.5658722,2017-06-03 16:31:30.413000,1496518290413,0.0,0.016693115,0.003036499,-98.0387711128,-13.185883,16.015434,-5.7559967,11.9210540934,76.746662552
