,Acceloremeter X,Acceloremeter Y,Acceloremeter Z,Datetime,Datetime_unix,Gyroscope X,Gyroscope Y,Gyroscope Z,Heading,Mag X,Mag Y,Mag Z,Pitch,Roll
5322,-1.7264557,8.753326,3.597046,2017-06-03 16:14:35.467000,1496517275467,-0.0056610107,0.0035858154,0.00390625,-141.061109075,-13.037491,15.30056,-2.5428772,10.50441786,67.5245361887
5323,-1.7228546,8.708725,3.6452332,2017-06-03 16:14:35.519000,1496517275519,-0.0013885498,-0.0027923584,0.0060272217,-141.097114341,-13.37738,15.824127,-2.5428772,10.4955762389,67.4626895705
5324,-1.7171631,8.719498,3.6491241,2017-06-03 16:14:35.571000,1496517275571,-0.0013885498,0.0046539307,-0.0024871826,-141.166129645,-13.462448,15.649414,-2.4560928,10.4987131824,67.381155721
5325,-1.7466888,8.734177,3.6508636,2017-06-03 16:14:35.622000,1496517275622,-0.0035247803,0.0046539307,0.0028381348,-141.180078982,-13.377571,15.649414,-2.7162552,10.4993510269,67.3612290095
5326,-1.7420044,8.715012,3.6450806,2017-06-03 16:14:35.674000,1496517275674,-0.0035247803,0.0046539307,0.0060272217,-141.229855916,-13.37738,15.387535,-2.5426865,10.5205133001,67.3142343686
5327,-1.7628021,8.751678,3.6580963,2017-06-03 16:14:35.726000,1496517275726,7.324219E-4,0.0035858154,0.0049591064,-141.234821479,-13.37738,15.823936,-2.6294708,10.5247421497,67.3103979427
5328,-1.7846527,8.753326,3.6432953,2017-06-03 16:14:35.778000,1496517275778,0.004989624,0.0035858154,-0.0056915283,-141.2853249,-13.547325,15.387535,-2.6296616,10.5782182991,67.2841105477
5329,-1.7628021,8.791626,3.6389465,2017-06-03 16:14:35.830000,1496517275830,0.011383057,-0.010253906,-0.0035552979,-141.301384895,-13.717079,15.736771,-2.8032303,10.5783487421,67.3045402375
5330,-1.7123108,8.753326,3.6537933,2017-06-03 16:14:35.881000,1496517275881,-0.002456665,3.9672852E-4,-0.0078125,-141.322260179,-13.292503,15.387726,-2.6298523,10.5377538266,67.2935254114
5331,-1.7420044,8.734177,3.6429596,2017-06-03 16:14:35.933000,1496517275933,0.0039367676,-0.004928589,0.0060272217,-141.25871557,-13.292313,15.911484,-3.0633926,10.4823570214,67.351152933
5332,-1.7420044,8.753326,3.6365662,2017-06-03 16:14:35.985000,1496517275985,0.01991272,0.0046539307,0.0007019043,-141.237899193,-13.122749,15.649605,-2.716446,10.4602205441,67.3804336453
5333,-1.7268982,8.757355,3.6197815,2017-06-03 16:14:36.037000,1496517276037,0.009262085,0.0046539307,-0.0056915283,-141.185250759,-13.037872,15.99865,-2.7162552,10.4087533845,67.4448767456
5334,-1.7791138,8.770081,3.6006317,2017-06-03 16:14:36.088000,1496517276088,0.014587402,0.0014648438,0.0028381348,-141.164746311,-13.12294,15.99865,-2.5426865,10.4346254517,67.4935533078
5335,-1.7228546,8.783539,3.581482,2017-06-03 16:14:36.140000,1496517276140,0.0071258545,-0.0070648193,0.0060272217,-141.142499361,-13.037872,15.99884,-2.455902,10.4019179809,67.5599149077
